"entertainment","dining","cabin","amenities","cocktail_credits","avg_rating"
"DJ_Dance","Formal Multi-Course Plated","Nautical Chic","Fireside Live Music","1",7.83148506680872
"DJ_Dance","Formal Multi-Course Plated","Nautical Chic","Fireside Live Music","2",4.27676036828011
"DJ_Dance","Formal Multi-Course Plated","Nautical Chic","Fireside Live Music","3",4.39528298328443
"DJ_Dance","Formal Multi-Course Plated","Romantic Escape","Top Deck Hot Tubs","1",2.02516931809352
"DJ_Dance","Formal Multi-Course Plated","Romantic Escape","Top Deck Hot Tubs","2",3.16622119990814
"DJ_Dance","Formal Multi-Course Plated","Romantic Escape","Top Deck Hot Tubs","3",4.13825816124509
"DJ_Dance","Formal Multi-Course Plated","Romantic Escape","Winter Wellness Spa","1",6.83404171266955
"DJ_Dance","Formal Multi-Course Plated","Romantic Escape","Winter Wellness Spa","2",3.00919943221434
"DJ_Dance","Formal Multi-Course Plated","Romantic Escape","Winter Wellness Spa","3",2.18812742874873
"DJ_Dance","Formal Multi-Course Plated","Romantic Escape","Fireside Live Music","1",4.49668807940735
"DJ_Dance","Formal Multi-Course Plated","Romantic Escape","Fireside Live Music","2",7.68052464244627
"DJ_Dance","Formal Multi-Course Plated","Romantic Escape","Fireside Live Music","3",4.29428200349502
"DJ_Dance","Formal Multi-Course Plated","Modern Minimalist","Top Deck Hot Tubs","1",7.74804483600201
"DJ_Dance","Formal Multi-Course Plated","Modern Minimalist","Top Deck Hot Tubs","2",4.04596156490677
"DJ_Dance","Formal Multi-Course Plated","Modern Minimalist","Top Deck Hot Tubs","3",6.29656849750812
"DJ_Dance","Formal Multi-Course Plated","Modern Minimalist","Winter Wellness Spa","1",5.38638578335219
"DJ_Dance","Formal Multi-Course Plated","Modern Minimalist","Winter Wellness Spa","2",5.08797712075735
"DJ_Dance","Formal Multi-Course Plated","Modern Minimalist","Winter Wellness Spa","3",1.90326793811853
"DJ_Dance","Formal Multi-Course Plated","Modern Minimalist","Fireside Live Music","1",2.62436699984853
"DJ_Dance","Formal Multi-Course Plated","Modern Minimalist","Fireside Live Music","2",3.95445948327444
"DJ_Dance","Formal Multi-Course Plated","Modern Minimalist","Fireside Live Music","3",1.39552453876485
"DJ_Dance","Coastal Tapas & Tasting Stations","Cozy with Fireplace","Top Deck Hot Tubs","1",7.70632780689331
"DJ_Dance","Coastal Tapas & Tasting Stations","Cozy with Fireplace","Top Deck Hot Tubs","2",8.40571150448407
"DJ_Dance","Coastal Tapas & Tasting Stations","Cozy with Fireplace","Top Deck Hot Tubs","3",6.70597029165404
"DJ_Dance","Coastal Tapas & Tasting Stations","Cozy with Fireplace","Winter Wellness Spa","1",3.49191505217544
"DJ_Dance","Coastal Tapas & Tasting Stations","Cozy with Fireplace","Winter Wellness Spa","2",8.54752378781444
"DJ_Dance","Coastal Tapas & Tasting Stations","Cozy with Fireplace","Winter Wellness Spa","3",5.57840030665694
"DJ_Dance","Coastal Tapas & Tasting Stations","Cozy with Fireplace","Fireside Live Music","1",7.01004507193983
"DJ_Dance","Coastal Tapas & Tasting Stations","Cozy with Fireplace","Fireside Live Music","2",7.73339604881886
"DJ_Dance","Coastal Tapas & Tasting Stations","Cozy with Fireplace","Fireside Live Music","3",5.99496642482582
"DJ_Dance","Coastal Tapas & Tasting Stations","Nautical Chic","Top Deck Hot Tubs","1",6.95284970597906
"DJ_Dance","Coastal Tapas & Tasting Stations","Nautical Chic","Top Deck Hot Tubs","2",4.56360992221546
"DJ_Dance","Coastal Tapas & Tasting Stations","Nautical Chic","Top Deck Hot Tubs","3",6.85812755411784
"DJ_Dance","Coastal Tapas & Tasting Stations","Nautical Chic","Winter Wellness Spa","1",7.36881831871563
"DJ_Dance","Coastal Tapas & Tasting Stations","Nautical Chic","Winter Wellness Spa","2",7.23843979033814
"DJ_Dance","Coastal Tapas & Tasting Stations","Nautical Chic","Winter Wellness Spa","3",4.58002044872704
"DJ_Dance","Coastal Tapas & Tasting Stations","Nautical Chic","Fireside Live Music","1",6.02127182793379
"DJ_Dance","Coastal Tapas & Tasting Stations","Nautical Chic","Fireside Live Music","2",7.50903506314689
"DJ_Dance","Coastal Tapas & Tasting Stations","Nautical Chic","Fireside Live Music","3",7.64218175859772
"DJ_Dance","Coastal Tapas & Tasting Stations","Romantic Escape","Top Deck Hot Tubs","1",7.29095812387004
"DJ_Dance","Coastal Tapas & Tasting Stations","Romantic Escape","Top Deck Hot Tubs","2",9.26088237499927
"DJ_Dance","Coastal Tapas & Tasting Stations","Romantic Escape","Top Deck Hot Tubs","3",5.51376997304747
"DJ_Dance","Coastal Tapas & Tasting Stations","Romantic Escape","Winter Wellness Spa","1",5.56414237913249
"DJ_Dance","Coastal Tapas & Tasting Stations","Romantic Escape","Winter Wellness Spa","2",5.32943473213035
"DJ_Dance","Coastal Tapas & Tasting Stations","Romantic Escape","Winter Wellness Spa","3",6.34271996778879
"DJ_Dance","Coastal Tapas & Tasting Stations","Romantic Escape","Fireside Live Music","1",6.28612240689394
"DJ_Dance","Coastal Tapas & Tasting Stations","Romantic Escape","Fireside Live Music","2",6.49490105650432
"DJ_Dance","Coastal Tapas & Tasting Stations","Romantic Escape","Fireside Live Music","3",3.14688107133203
"DJ_Dance","Coastal Tapas & Tasting Stations","Modern Minimalist","Top Deck Hot Tubs","1",4.94393017784317
"DJ_Dance","Coastal Tapas & Tasting Stations","Modern Minimalist","Top Deck Hot Tubs","2",8.54491078756699
"DJ_Dance","Coastal Tapas & Tasting Stations","Modern Minimalist","Top Deck Hot Tubs","3",3.20280764901728
"DJ_Dance","Coastal Tapas & Tasting Stations","Modern Minimalist","Winter Wellness Spa","1",3.35680901772643
"DJ_Dance","Coastal Tapas & Tasting Stations","Modern Minimalist","Winter Wellness Spa","2",6.87748063640453
"DJ_Dance","Coastal Tapas & Tasting Stations","Modern Minimalist","Winter Wellness Spa","3",6.53938673623537
"DJ_Dance","Coastal Tapas & Tasting Stations","Modern Minimalist","Fireside Live Music","1",5.09560795984041
"DJ_Dance","Coastal Tapas & Tasting Stations","Modern Minimalist","Fireside Live Music","2",6.71327328017787
"DJ_Dance","Coastal Tapas & Tasting Stations","Modern Minimalist","Fireside Live Music","3",1.33915475127685
"DJ_Dance","Casual Fireside Grill with Hot Cider","Cozy with Fireplace","Top Deck Hot Tubs","1",2.70870324148541
"DJ_Dance","Casual Fireside Grill with Hot Cider","Cozy with Fireplace","Top Deck Hot Tubs","2",5.77156299664895
"DJ_Dance","Casual Fireside Grill with Hot Cider","Cozy with Fireplace","Top Deck Hot Tubs","3",3.52023980418249
"DJ_Dance","Casual Fireside Grill with Hot Cider","Cozy with Fireplace","Winter Wellness Spa","1",5.39361989416988
"DJ_Dance","Casual Fireside Grill with Hot Cider","Cozy with Fireplace","Winter Wellness Spa","2",3.49618556460903
"DJ_Dance","Casual Fireside Grill with Hot Cider","Cozy with Fireplace","Winter Wellness Spa","3",7.50512142360916
"DJ_Dance","Casual Fireside Grill with Hot Cider","Cozy with Fireplace","Fireside Live Music","1",6.77240675018567
"DJ_Dance","Casual Fireside Grill with Hot Cider","Cozy with Fireplace","Fireside Live Music","2",2.71338189822795
"DJ_Dance","Casual Fireside Grill with Hot Cider","Cozy with Fireplace","Fireside Live Music","3",3.23722540896558
"DJ_Dance","Casual Fireside Grill with Hot Cider","Nautical Chic","Top Deck Hot Tubs","1",9.36605728886369
"DJ_Dance","Casual Fireside Grill with Hot Cider","Nautical Chic","Top Deck Hot Tubs","2",7.03484662499201
"DJ_Dance","Casual Fireside Grill with Hot Cider","Nautical Chic","Top Deck Hot Tubs","3",6.78692715399253
"DJ_Dance","Casual Fireside Grill with Hot Cider","Nautical Chic","Winter Wellness Spa","1",4.78649236292388
"DJ_Dance","Casual Fireside Grill with Hot Cider","Nautical Chic","Winter Wellness Spa","2",6.0767763897006
"DJ_Dance","Casual Fireside Grill with Hot Cider","Nautical Chic","Winter Wellness Spa","3",6.38308873971259
"DJ_Dance","Casual Fireside Grill with Hot Cider","Nautical Chic","Fireside Live Music","1",6.26798794970565
"DJ_Dance","Casual Fireside Grill with Hot Cider","Nautical Chic","Fireside Live Music","2",6.04458455862899
"DJ_Dance","Casual Fireside Grill with Hot Cider","Nautical Chic","Fireside Live Music","3",5.23565210176757
"DJ_Dance","Casual Fireside Grill with Hot Cider","Romantic Escape","Top Deck Hot Tubs","1",5.64875911376171
"DJ_Dance","Casual Fireside Grill with Hot Cider","Romantic Escape","Top Deck Hot Tubs","2",5.39693558440078
"DJ_Dance","Casual Fireside Grill with Hot Cider","Romantic Escape","Top Deck Hot Tubs","3",6.68381452757146
"DJ_Dance","Casual Fireside Grill with Hot Cider","Romantic Escape","Winter Wellness Spa","1",3.89429744630292
"DJ_Dance","Casual Fireside Grill with Hot Cider","Romantic Escape","Winter Wellness Spa","2",6.64802480866587
"DJ_Dance","Casual Fireside Grill with Hot Cider","Romantic Escape","Winter Wellness Spa","3",4.04888500555005
"DJ_Dance","Casual Fireside Grill with Hot Cider","Romantic Escape","Fireside Live Music","1",6.64583237118663
"DJ_Dance","Casual Fireside Grill with Hot Cider","Romantic Escape","Fireside Live Music","2",7.4619400042888
"DJ_Dance","Casual Fireside Grill with Hot Cider","Romantic Escape","Fireside Live Music","3",0.96539121565746
"DJ_Dance","Casual Fireside Grill with Hot Cider","Modern Minimalist","Top Deck Hot Tubs","1",8.92535847335947
"DJ_Dance","Casual Fireside Grill with Hot Cider","Modern Minimalist","Top Deck Hot Tubs","2",6.27845470969383
"DJ_Dance","Casual Fireside Grill with Hot Cider","Modern Minimalist","Top Deck Hot Tubs","3",3.28385380889819
"DJ_Dance","Casual Fireside Grill with Hot Cider","Modern Minimalist","Winter Wellness Spa","1",6.42533471509721
"DJ_Dance","Casual Fireside Grill with Hot Cider","Modern Minimalist","Winter Wellness Spa","2",3.2758348106322
"DJ_Dance","Casual Fireside Grill with Hot Cider","Modern Minimalist","Winter Wellness Spa","3",5.47807800552972
"DJ_Dance","Casual Fireside Grill with Hot Cider","Modern Minimalist","Fireside Live Music","1",6.43968361790458
"DJ_Dance","Casual Fireside Grill with Hot Cider","Modern Minimalist","Fireside Live Music","2",3.0691322011997
"DJ_Dance","Casual Fireside Grill with Hot Cider","Modern Minimalist","Fireside Live Music","3",6.19662755006251
